"","avg_temp","full_date","year","date","tooltip"
"10616",21,"June 02, 1963",1963,"06-02","June 02, 1963 :  21 ° C"
"10617",18.7,"June 03, 1963",1963,"06-03","June 03, 1963 :  18.7 ° C"
"10618",14.9,"June 04, 1963",1963,"06-04","June 04, 1963 :  14.9 ° C"
"10619",17.3,"June 05, 1963",1963,"06-05","June 05, 1963 :  17.3 ° C"
"10620",12.7,"June 06, 1963",1963,"06-06","June 06, 1963 :  12.7 ° C"
"10621",11.6,"June 07, 1963",1963,"06-07","June 07, 1963 :  11.6 ° C"
"10622",15.5,"June 08, 1963",1963,"06-08","June 08, 1963 :  15.5 ° C"
"10623",18.1,"June 09, 1963",1963,"06-09","June 09, 1963 :  18.1 ° C"
"10624",22.3,"June 10, 1963",1963,"06-10","June 10, 1963 :  22.3 ° C"
"10625",21.4,"June 11, 1963",1963,"06-11","June 11, 1963 :  21.4 ° C"
"10626",20.4,"June 12, 1963",1963,"06-12","June 12, 1963 :  20.4 ° C"
"10627",21,"June 13, 1963",1963,"06-13","June 13, 1963 :  21 ° C"
"10628",22.8,"June 14, 1963",1963,"06-14","June 14, 1963 :  22.8 ° C"
"10629",23,"June 15, 1963",1963,"06-15","June 15, 1963 :  23 ° C"
"10630",21.4,"June 16, 1963",1963,"06-16","June 16, 1963 :  21.4 ° C"
"10631",23.2,"June 17, 1963",1963,"06-17","June 17, 1963 :  23.2 ° C"
"10632",24.4,"June 18, 1963",1963,"06-18","June 18, 1963 :  24.4 ° C"
"10633",19.8,"June 19, 1963",1963,"06-19","June 19, 1963 :  19.8 ° C"
"10634",22.9,"June 20, 1963",1963,"06-20","June 20, 1963 :  22.9 ° C"
"10635",26.9,"June 21, 1963",1963,"06-21","June 21, 1963 :  26.9 ° C"
"10636",26.6,"June 22, 1963",1963,"06-22","June 22, 1963 :  26.6 ° C"
"10637",27.2,"June 23, 1963",1963,"06-23","June 23, 1963 :  27.2 ° C"
"10638",23.8,"June 24, 1963",1963,"06-24","June 24, 1963 :  23.8 ° C"
"10639",22.6,"June 25, 1963",1963,"06-25","June 25, 1963 :  22.6 ° C"
"10640",28.3,"June 26, 1963",1963,"06-26","June 26, 1963 :  28.3 ° C"
"10641",24.1,"June 27, 1963",1963,"06-27","June 27, 1963 :  24.1 ° C"
"10642",25.5,"June 28, 1963",1963,"06-28","June 28, 1963 :  25.5 ° C"
"10643",27.6,"June 29, 1963",1963,"06-29","June 29, 1963 :  27.6 ° C"
"10644",27.4,"June 30, 1963",1963,"06-30","June 30, 1963 :  27.4 ° C"
"10645",28.1,"July 01, 1963",1963,"07-01","July 01, 1963 :  28.1 ° C"
"10646",26.3,"July 02, 1963",1963,"07-02","July 02, 1963 :  26.3 ° C"
"10647",23,"July 03, 1963",1963,"07-03","July 03, 1963 :  23 ° C"
"10648",20.4,"July 04, 1963",1963,"07-04","July 04, 1963 :  20.4 ° C"
"10649",20.7,"July 05, 1963",1963,"07-05","July 05, 1963 :  20.7 ° C"
"10650",22.8,"July 06, 1963",1963,"07-06","July 06, 1963 :  22.8 ° C"
"10651",27,"July 07, 1963",1963,"07-07","July 07, 1963 :  27 ° C"
"10652",29.2,"July 08, 1963",1963,"07-08","July 08, 1963 :  29.2 ° C"
"10653",27.1,"July 09, 1963",1963,"07-09","July 09, 1963 :  27.1 ° C"
"10654",26.9,"July 10, 1963",1963,"07-10","July 10, 1963 :  26.9 ° C"
"10655",22.8,"July 11, 1963",1963,"07-11","July 11, 1963 :  22.8 ° C"
"10656",22.6,"July 12, 1963",1963,"07-12","July 12, 1963 :  22.6 ° C"
"10657",24.8,"July 13, 1963",1963,"07-13","July 13, 1963 :  24.8 ° C"
"10658",26.3,"July 14, 1963",1963,"07-14","July 14, 1963 :  26.3 ° C"
"10659",27.9,"July 15, 1963",1963,"07-15","July 15, 1963 :  27.9 ° C"
"10660",26,"July 16, 1963",1963,"07-16","July 16, 1963 :  26 ° C"
"10661",26,"July 17, 1963",1963,"07-17","July 17, 1963 :  26 ° C"
"10662",26,"July 18, 1963",1963,"07-18","July 18, 1963 :  26 ° C"
"10663",22.1,"July 19, 1963",1963,"07-19","July 19, 1963 :  22.1 ° C"
"10664",22,"July 20, 1963",1963,"07-20","July 20, 1963 :  22 ° C"
"10665",24.7,"July 21, 1963",1963,"07-21","July 21, 1963 :  24.7 ° C"
"10666",25.5,"July 22, 1963",1963,"07-22","July 22, 1963 :  25.5 ° C"
"10667",25.5,"July 23, 1963",1963,"07-23","July 23, 1963 :  25.5 ° C"
"10668",26,"July 24, 1963",1963,"07-24","July 24, 1963 :  26 ° C"
"10669",27.7,"July 25, 1963",1963,"07-25","July 25, 1963 :  27.7 ° C"
"10670",29.7,"July 26, 1963",1963,"07-26","July 26, 1963 :  29.7 ° C"
"10671",28.7,"July 27, 1963",1963,"07-27","July 27, 1963 :  28.7 ° C"
"10672",28,"July 28, 1963",1963,"07-28","July 28, 1963 :  28 ° C"
"10673",28.3,"July 29, 1963",1963,"07-29","July 29, 1963 :  28.3 ° C"
"10674",28,"July 30, 1963",1963,"07-30","July 30, 1963 :  28 ° C"
"10675",25.2,"July 31, 1963",1963,"07-31","July 31, 1963 :  25.2 ° C"
"10676",24,"August 01, 1963",1963,"08-01","August 01, 1963 :  24 ° C"
"10677",27,"August 02, 1963",1963,"08-02","August 02, 1963 :  27 ° C"
"10678",27.5,"August 03, 1963",1963,"08-03","August 03, 1963 :  27.5 ° C"
"10679",27.1,"August 04, 1963",1963,"08-04","August 04, 1963 :  27.1 ° C"
"10680",27.3,"August 05, 1963",1963,"08-05","August 05, 1963 :  27.3 ° C"
"10681",24.4,"August 06, 1963",1963,"08-06","August 06, 1963 :  24.4 ° C"
"10682",24.8,"August 07, 1963",1963,"08-07","August 07, 1963 :  24.8 ° C"
"10683",25.8,"August 08, 1963",1963,"08-08","August 08, 1963 :  25.8 ° C"
"10684",27.3,"August 09, 1963",1963,"08-09","August 09, 1963 :  27.3 ° C"
"10685",29.3,"August 10, 1963",1963,"08-10","August 10, 1963 :  29.3 ° C"
"10686",28.9,"August 11, 1963",1963,"08-11","August 11, 1963 :  28.9 ° C"
"10687",29.4,"August 12, 1963",1963,"08-12","August 12, 1963 :  29.4 ° C"
"10688",29.7,"August 13, 1963",1963,"08-13","August 13, 1963 :  29.7 ° C"
"10689",28.2,"August 14, 1963",1963,"08-14","August 14, 1963 :  28.2 ° C"
"10690",28.1,"August 15, 1963",1963,"08-15","August 15, 1963 :  28.1 ° C"
"10691",29.4,"August 16, 1963",1963,"08-16","August 16, 1963 :  29.4 ° C"
"10692",27.9,"August 17, 1963",1963,"08-17","August 17, 1963 :  27.9 ° C"
"10693",25.3,"August 18, 1963",1963,"08-18","August 18, 1963 :  25.3 ° C"
"10694",22.9,"August 19, 1963",1963,"08-19","August 19, 1963 :  22.9 ° C"
"10695",25.9,"August 20, 1963",1963,"08-20","August 20, 1963 :  25.9 ° C"
"10696",26.3,"August 21, 1963",1963,"08-21","August 21, 1963 :  26.3 ° C"
"10697",27.4,"August 22, 1963",1963,"08-22","August 22, 1963 :  27.4 ° C"
"10698",28.6,"August 23, 1963",1963,"08-23","August 23, 1963 :  28.6 ° C"
"10699",27.8,"August 24, 1963",1963,"08-24","August 24, 1963 :  27.8 ° C"
"10700",25.3,"August 25, 1963",1963,"08-25","August 25, 1963 :  25.3 ° C"
"10701",26.5,"August 26, 1963",1963,"08-26","August 26, 1963 :  26.5 ° C"
"10702",26.3,"August 27, 1963",1963,"08-27","August 27, 1963 :  26.3 ° C"
"10703",25,"August 28, 1963",1963,"08-28","August 28, 1963 :  25 ° C"
"10704",22.8,"August 29, 1963",1963,"08-29","August 29, 1963 :  22.8 ° C"
"10705",23.9,"August 30, 1963",1963,"08-30","August 30, 1963 :  23.9 ° C"
"10706",23.3,"August 31, 1963",1963,"08-31","August 31, 1963 :  23.3 ° C"
"10707",25,"September 01, 1963",1963,"09-01","September 01, 1963 :  25 ° C"
"10708",26.2,"September 02, 1963",1963,"09-02","September 02, 1963 :  26.2 ° C"
"10709",25.1,"September 03, 1963",1963,"09-03","September 03, 1963 :  25.1 ° C"
"10710",25.2,"September 04, 1963",1963,"09-04","September 04, 1963 :  25.2 ° C"
"10711",24.9,"September 05, 1963",1963,"09-05","September 05, 1963 :  24.9 ° C"
"10712",23.7,"September 06, 1963",1963,"09-06","September 06, 1963 :  23.7 ° C"
"10713",24.6,"September 07, 1963",1963,"09-07","September 07, 1963 :  24.6 ° C"
"10714",22.5,"September 08, 1963",1963,"09-08","September 08, 1963 :  22.5 ° C"
"10715",21.1,"September 09, 1963",1963,"09-09","September 09, 1963 :  21.1 ° C"
"10716",21.3,"September 10, 1963",1963,"09-10","September 10, 1963 :  21.3 ° C"
"10717",23.6,"September 11, 1963",1963,"09-11","September 11, 1963 :  23.6 ° C"
"10718",22.7,"September 12, 1963",1963,"09-12","September 12, 1963 :  22.7 ° C"
"10719",20.7,"September 13, 1963",1963,"09-13","September 13, 1963 :  20.7 ° C"
"10720",20.7,"September 14, 1963",1963,"09-14","September 14, 1963 :  20.7 ° C"
"10721",20.9,"September 15, 1963",1963,"09-15","September 15, 1963 :  20.9 ° C"
"10722",19.5,"September 16, 1963",1963,"09-16","September 16, 1963 :  19.5 ° C"
"10723",20.7,"September 17, 1963",1963,"09-17","September 17, 1963 :  20.7 ° C"
"10724",21.1,"September 18, 1963",1963,"09-18","September 18, 1963 :  21.1 ° C"
"10725",21.9,"September 19, 1963",1963,"09-19","September 19, 1963 :  21.9 ° C"
"10726",20.9,"September 20, 1963",1963,"09-20","September 20, 1963 :  20.9 ° C"
"10727",18.6,"September 21, 1963",1963,"09-21","September 21, 1963 :  18.6 ° C"
"10728",20.4,"September 22, 1963",1963,"09-22","September 22, 1963 :  20.4 ° C"
"10729",18.9,"September 23, 1963",1963,"09-23","September 23, 1963 :  18.9 ° C"
"10730",18.5,"September 24, 1963",1963,"09-24","September 24, 1963 :  18.5 ° C"
"10731",17,"September 25, 1963",1963,"09-25","September 25, 1963 :  17 ° C"
"10732",19.9,"September 26, 1963",1963,"09-26","September 26, 1963 :  19.9 ° C"
"10733",21.9,"September 27, 1963",1963,"09-27","September 27, 1963 :  21.9 ° C"
"10734",18.3,"September 28, 1963",1963,"09-28","September 28, 1963 :  18.3 ° C"
"10735",18.7,"September 29, 1963",1963,"09-29","September 29, 1963 :  18.7 ° C"
"10736",16.3,"September 30, 1963",1963,"09-30","September 30, 1963 :  16.3 ° C"
"10737",20.8,"June 01, 1964",1964,"06-01","June 01, 1964 :  20.8 ° C"
"10738",21.3,"June 02, 1964",1964,"06-02","June 02, 1964 :  21.3 ° C"
"10739",20.5,"June 03, 1964",1964,"06-03","June 03, 1964 :  20.5 ° C"
"10740",23.4,"June 04, 1964",1964,"06-04","June 04, 1964 :  23.4 ° C"
"10741",21.3,"June 05, 1964",1964,"06-05","June 05, 1964 :  21.3 ° C"
"10742",16.6,"June 06, 1964",1964,"06-06","June 06, 1964 :  16.6 ° C"
"10743",20.9,"June 07, 1964",1964,"06-07","June 07, 1964 :  20.9 ° C"
"10744",22.9,"June 08, 1964",1964,"06-08","June 08, 1964 :  22.9 ° C"
"10745",19.7,"June 09, 1964",1964,"06-09","June 09, 1964 :  19.7 ° C"
"10746",20.7,"June 10, 1964",1964,"06-10","June 10, 1964 :  20.7 ° C"
"10747",20.1,"June 11, 1964",1964,"06-11","June 11, 1964 :  20.1 ° C"
"10748",19,"June 12, 1964",1964,"06-12","June 12, 1964 :  19 ° C"
"10749",17.5,"June 13, 1964",1964,"06-13","June 13, 1964 :  17.5 ° C"
"10750",17.9,"June 14, 1964",1964,"06-14","June 14, 1964 :  17.9 ° C"
"10751",20,"June 15, 1964",1964,"06-15","June 15, 1964 :  20 ° C"
"10752",22.5,"June 16, 1964",1964,"06-16","June 16, 1964 :  22.5 ° C"
"10753",21.9,"June 17, 1964",1964,"06-17","June 17, 1964 :  21.9 ° C"
"10754",21.9,"June 18, 1964",1964,"06-18","June 18, 1964 :  21.9 ° C"
"10755",22.6,"June 19, 1964",1964,"06-19","June 19, 1964 :  22.6 ° C"
"10756",21.2,"June 20, 1964",1964,"06-20","June 20, 1964 :  21.2 ° C"
"10757",23.6,"June 21, 1964",1964,"06-21","June 21, 1964 :  23.6 ° C"
"10758",22.5,"June 22, 1964",1964,"06-22","June 22, 1964 :  22.5 ° C"
"10759",23,"June 23, 1964",1964,"06-23","June 23, 1964 :  23 ° C"
"10760",23.2,"June 24, 1964",1964,"06-24","June 24, 1964 :  23.2 ° C"
"10761",22.9,"June 25, 1964",1964,"06-25","June 25, 1964 :  22.9 ° C"
"10762",25,"June 26, 1964",1964,"06-26","June 26, 1964 :  25 ° C"
"10763",22.4,"June 27, 1964",1964,"06-27","June 27, 1964 :  22.4 ° C"
"10764",25.3,"June 28, 1964",1964,"06-28","June 28, 1964 :  25.3 ° C"
"10765",21.4,"June 29, 1964",1964,"06-29","June 29, 1964 :  21.4 ° C"
"10766",22.4,"June 30, 1964",1964,"06-30","June 30, 1964 :  22.4 ° C"
"10767",21.2,"July 01, 1964",1964,"07-01","July 01, 1964 :  21.2 ° C"
"10768",24.7,"July 02, 1964",1964,"07-02","July 02, 1964 :  24.7 ° C"
"10769",26,"July 03, 1964",1964,"07-03","July 03, 1964 :  26 ° C"
"10770",24.2,"July 04, 1964",1964,"07-04","July 04, 1964 :  24.2 ° C"
"10771",24.4,"July 05, 1964",1964,"07-05","July 05, 1964 :  24.4 ° C"
"10772",26.5,"July 06, 1964",1964,"07-06","July 06, 1964 :  26.5 ° C"
"10773",24.9,"July 07, 1964",1964,"07-07","July 07, 1964 :  24.9 ° C"
"10774",24.5,"July 08, 1964",1964,"07-08","July 08, 1964 :  24.5 ° C"
"10775",21,"July 09, 1964",1964,"07-09","July 09, 1964 :  21 ° C"
"10776",21.1,"July 10, 1964",1964,"07-10","July 10, 1964 :  21.1 ° C"
"10777",24.8,"July 11, 1964",1964,"07-11","July 11, 1964 :  24.8 ° C"
"10778",25.8,"July 12, 1964",1964,"07-12","July 12, 1964 :  25.8 ° C"
"10779",27,"July 13, 1964",1964,"07-13","July 13, 1964 :  27 ° C"
"10780",27.9,"July 14, 1964",1964,"07-14","July 14, 1964 :  27.9 ° C"
"10781",26.4,"July 15, 1964",1964,"07-15","July 15, 1964 :  26.4 ° C"
"10782",22.1,"July 16, 1964",1964,"07-16","July 16, 1964 :  22.1 ° C"
"10783",22.7,"July 17, 1964",1964,"07-17","July 17, 1964 :  22.7 ° C"
"10784",25.3,"July 18, 1964",1964,"07-18","July 18, 1964 :  25.3 ° C"
"10785",24.6,"July 19, 1964",1964,"07-19","July 19, 1964 :  24.6 ° C"
"10786",24.9,"July 20, 1964",1964,"07-20","July 20, 1964 :  24.9 ° C"
"10787",24,"July 21, 1964",1964,"07-21","July 21, 1964 :  24 ° C"
"10788",26.9,"July 22, 1964",1964,"07-22","July 22, 1964 :  26.9 ° C"
"10789",28.5,"July 23, 1964",1964,"07-23","July 23, 1964 :  28.5 ° C"
"10790",28,"July 24, 1964",1964,"07-24","July 24, 1964 :  28 ° C"
"10791",27.9,"July 25, 1964",1964,"07-25","July 25, 1964 :  27.9 ° C"
"10792",28.1,"July 26, 1964",1964,"07-26","July 26, 1964 :  28.1 ° C"
"10793",28,"July 27, 1964",1964,"07-27","July 27, 1964 :  28 ° C"
"10794",28,"July 28, 1964",1964,"07-28","July 28, 1964 :  28 ° C"
"10795",27.3,"July 29, 1964",1964,"07-29","July 29, 1964 :  27.3 ° C"
"10796",27.6,"July 30, 1964",1964,"07-30","July 30, 1964 :  27.6 ° C"
"10797",27.7,"July 31, 1964",1964,"07-31","July 31, 1964 :  27.7 ° C"
"10798",29,"August 01, 1964",1964,"08-01","August 01, 1964 :  29 ° C"
"10799",28.8,"August 02, 1964",1964,"08-02","August 02, 1964 :  28.8 ° C"
"10800",29.2,"August 03, 1964",1964,"08-03","August 03, 1964 :  29.2 ° C"
"10801",27.5,"August 04, 1964",1964,"08-04","August 04, 1964 :  27.5 ° C"
"10802",26.8,"August 05, 1964",1964,"08-05","August 05, 1964 :  26.8 ° C"
"10803",28.5,"August 06, 1964",1964,"08-06","August 06, 1964 :  28.5 ° C"
"10804",28.9,"August 07, 1964",1964,"08-07","August 07, 1964 :  28.9 ° C"
"10805",29.1,"August 08, 1964",1964,"08-08","August 08, 1964 :  29.1 ° C"
"10806",29.5,"August 09, 1964",1964,"08-09","August 09, 1964 :  29.5 ° C"
"10807",29,"August 10, 1964",1964,"08-10","August 10, 1964 :  29 ° C"
"10808",28.9,"August 11, 1964",1964,"08-11","August 11, 1964 :  28.9 ° C"
"10809",29.1,"August 12, 1964",1964,"08-12","August 12, 1964 :  29.1 ° C"
"10810",29.4,"August 13, 1964",1964,"08-13","August 13, 1964 :  29.4 ° C"
"10811",29,"August 14, 1964",1964,"08-14","August 14, 1964 :  29 ° C"
"10812",29.5,"August 15, 1964",1964,"08-15","August 15, 1964 :  29.5 ° C"
"10813",29.4,"August 16, 1964",1964,"08-16","August 16, 1964 :  29.4 ° C"
"10814",28.9,"August 17, 1964",1964,"08-17","August 17, 1964 :  28.9 ° C"
"10815",29.1,"August 18, 1964",1964,"08-18","August 18, 1964 :  29.1 ° C"
"10816",27.6,"August 19, 1964",1964,"08-19","August 19, 1964 :  27.6 ° C"
"10817",24.9,"August 20, 1964",1964,"08-20","August 20, 1964 :  24.9 ° C"
"10818",27.9,"August 21, 1964",1964,"08-21","August 21, 1964 :  27.9 ° C"
"10819",28.3,"August 22, 1964",1964,"08-22","August 22, 1964 :  28.3 ° C"
"10820",25.3,"August 23, 1964",1964,"08-23","August 23, 1964 :  25.3 ° C"
"10821",26.5,"August 24, 1964",1964,"08-24","August 24, 1964 :  26.5 ° C"
"10822",28.7,"August 25, 1964",1964,"08-25","August 25, 1964 :  28.7 ° C"
"10823",28.4,"August 26, 1964",1964,"08-26","August 26, 1964 :  28.4 ° C"
"10824",23.5,"August 27, 1964",1964,"08-27","August 27, 1964 :  23.5 ° C"
"10825",24.2,"August 28, 1964",1964,"08-28","August 28, 1964 :  24.2 ° C"
"10826",24.3,"August 29, 1964",1964,"08-29","August 29, 1964 :  24.3 ° C"
"10827",26.3,"August 30, 1964",1964,"08-30","August 30, 1964 :  26.3 ° C"
"10828",26.9,"August 31, 1964",1964,"08-31","August 31, 1964 :  26.9 ° C"
"10829",25.9,"September 01, 1964",1964,"09-01","September 01, 1964 :  25.9 ° C"
"10830",24.9,"September 02, 1964",1964,"09-02","September 02, 1964 :  24.9 ° C"
"10831",25.1,"September 03, 1964",1964,"09-03","September 03, 1964 :  25.1 ° C"
"10832",23.4,"September 04, 1964",1964,"09-04","September 04, 1964 :  23.4 ° C"
"10833",26.3,"September 05, 1964",1964,"09-05","September 05, 1964 :  26.3 ° C"
"10834",26.5,"September 06, 1964",1964,"09-06","September 06, 1964 :  26.5 ° C"
"10835",25,"September 07, 1964",1964,"09-07","September 07, 1964 :  25 ° C"
"10836",24.5,"September 08, 1964",1964,"09-08","September 08, 1964 :  24.5 ° C"
"10837",25.6,"September 09, 1964",1964,"09-09","September 09, 1964 :  25.6 ° C"
"10838",26.4,"September 10, 1964",1964,"09-10","September 10, 1964 :  26.4 ° C"
"10839",23,"September 11, 1964",1964,"09-11","September 11, 1964 :  23 ° C"
"10840",23.3,"September 12, 1964",1964,"09-12","September 12, 1964 :  23.3 ° C"
"10841",24.7,"September 13, 1964",1964,"09-13","September 13, 1964 :  24.7 ° C"
"10842",24.6,"September 14, 1964",1964,"09-14","September 14, 1964 :  24.6 ° C"
"10843",21.9,"September 15, 1964",1964,"09-15","September 15, 1964 :  21.9 ° C"
"10844",21,"September 16, 1964",1964,"09-16","September 16, 1964 :  21 ° C"
"10845",21.8,"September 17, 1964",1964,"09-17","September 17, 1964 :  21.8 ° C"
"10846",23,"September 18, 1964",1964,"09-18","September 18, 1964 :  23 ° C"
"10847",24.8,"September 19, 1964",1964,"09-19","September 19, 1964 :  24.8 ° C"
"10848",19.7,"September 20, 1964",1964,"09-20","September 20, 1964 :  19.7 ° C"
"10849",21.8,"September 21, 1964",1964,"09-21","September 21, 1964 :  21.8 ° C"
"10850",20.3,"September 22, 1964",1964,"09-22","September 22, 1964 :  20.3 ° C"
"10851",15.9,"September 23, 1964",1964,"09-23","September 23, 1964 :  15.9 ° C"
"10852",15.1,"September 24, 1964",1964,"09-24","September 24, 1964 :  15.1 ° C"
"10853",22.9,"September 25, 1964",1964,"09-25","September 25, 1964 :  22.9 ° C"
"10854",22.3,"September 26, 1964",1964,"09-26","September 26, 1964 :  22.3 ° C"
"10855",17.7,"September 27, 1964",1964,"09-27","September 27, 1964 :  17.7 ° C"
"10856",14.4,"September 28, 1964",1964,"09-28","September 28, 1964 :  14.4 ° C"
"10857",18.4,"September 29, 1964",1964,"09-29","September 29, 1964 :  18.4 ° C"
"10858",17.7,"September 30, 1964",1964,"09-30","September 30, 1964 :  17.7 ° C"
"10859",19.7,"June 01, 1965",1965,"06-01","June 01, 1965 :  19.7 ° C"
"10860",22.5,"June 02, 1965",1965,"06-02","June 02, 1965 :  22.5 ° C"
"10861",21.2,"June 03, 1965",1965,"06-03","June 03, 1965 :  21.2 ° C"
"10862",15.8,"June 04, 1965",1965,"06-04","June 04, 1965 :  15.8 ° C"
"10863",19,"June 05, 1965",1965,"06-05","June 05, 1965 :  19 ° C"
"10864",21.7,"June 06, 1965",1965,"06-06","June 06, 1965 :  21.7 ° C"
"10865",22,"June 07, 1965",1965,"06-07","June 07, 1965 :  22 ° C"
"10866",19.7,"June 08, 1965",1965,"06-08","June 08, 1965 :  19.7 ° C"
"10867",19.7,"June 09, 1965",1965,"06-09","June 09, 1965 :  19.7 ° C"
"10868",22.2,"June 10, 1965",1965,"06-10","June 10, 1965 :  22.2 ° C"
"10869",23,"June 11, 1965",1965,"06-11","June 11, 1965 :  23 ° C"
"10870",21.4,"June 12, 1965",1965,"06-12","June 12, 1965 :  21.4 ° C"
"10871",19.8,"June 13, 1965",1965,"06-13","June 13, 1965 :  19.8 ° C"
"10872",17.4,"June 14, 1965",1965,"06-14","June 14, 1965 :  17.4 ° C"
"10873",19.9,"June 15, 1965",1965,"06-15","June 15, 1965 :  19.9 ° C"
"10874",21.3,"June 16, 1965",1965,"06-16","June 16, 1965 :  21.3 ° C"
"10875",21.3,"June 17, 1965",1965,"06-17","June 17, 1965 :  21.3 ° C"
"10876",22.2,"June 18, 1965",1965,"06-18","June 18, 1965 :  22.2 ° C"
"10877",21.3,"June 19, 1965",1965,"06-19","June 19, 1965 :  21.3 ° C"
"10878",23,"June 20, 1965",1965,"06-20","June 20, 1965 :  23 ° C"
"10879",22.6,"June 21, 1965",1965,"06-21","June 21, 1965 :  22.6 ° C"
"10880",21.1,"June 22, 1965",1965,"06-22","June 22, 1965 :  21.1 ° C"
"10881",22.5,"June 23, 1965",1965,"06-23","June 23, 1965 :  22.5 ° C"
"10882",23.3,"June 24, 1965",1965,"06-24","June 24, 1965 :  23.3 ° C"
"10883",22.3,"June 25, 1965",1965,"06-25","June 25, 1965 :  22.3 ° C"
"10884",21.5,"June 26, 1965",1965,"06-26","June 26, 1965 :  21.5 ° C"
"10885",24.4,"June 27, 1965",1965,"06-27","June 27, 1965 :  24.4 ° C"
"10886",23.1,"June 28, 1965",1965,"06-28","June 28, 1965 :  23.1 ° C"
"10887",26.5,"June 29, 1965",1965,"06-29","June 29, 1965 :  26.5 ° C"
"10888",27.3,"June 30, 1965",1965,"06-30","June 30, 1965 :  27.3 ° C"
"10889",25.1,"July 01, 1965",1965,"07-01","July 01, 1965 :  25.1 ° C"
"10890",25.3,"July 02, 1965",1965,"07-02","July 02, 1965 :  25.3 ° C"
"10891",21.3,"July 03, 1965",1965,"07-03","July 03, 1965 :  21.3 ° C"
"10892",22.1,"July 04, 1965",1965,"07-04","July 04, 1965 :  22.1 ° C"
"10893",23.4,"July 05, 1965",1965,"07-05","July 05, 1965 :  23.4 ° C"
"10894",25.3,"July 06, 1965",1965,"07-06","July 06, 1965 :  25.3 ° C"
"10895",23.8,"July 07, 1965",1965,"07-07","July 07, 1965 :  23.8 ° C"
"10896",21.9,"July 08, 1965",1965,"07-08","July 08, 1965 :  21.9 ° C"
"10897",23.1,"July 09, 1965",1965,"07-09","July 09, 1965 :  23.1 ° C"
"10898",22.1,"July 10, 1965",1965,"07-10","July 10, 1965 :  22.1 ° C"
"10899",24,"July 11, 1965",1965,"07-11","July 11, 1965 :  24 ° C"
"10900",24.3,"July 12, 1965",1965,"07-12","July 12, 1965 :  24.3 ° C"
"10901",23.6,"July 13, 1965",1965,"07-13","July 13, 1965 :  23.6 ° C"
"10902",25.6,"July 14, 1965",1965,"07-14","July 14, 1965 :  25.6 ° C"
"10903",27,"July 15, 1965",1965,"07-15","July 15, 1965 :  27 ° C"
